Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
支出,开销，支出,今月の支出が増えました。,这个月的支出增加了。,<ruby>今月<rt>こんげつ</rt></ruby>の<ruby>支出<rt>ししゅつ</rt></ruby>が<ruby>増えました<rt>ふえました</rt></ruby>。,<ol><li>今月（こんげつ）：表示“这个月”。今（いま，现在）+ 月（つき，月份），合起来读作こんげつ。</li><li>の：表示所属关系，相当于汉语“的”。</li><li>支出（ししゅつ）：表示“支出、开销”。用于家庭、公司等各种场合的经费支出。</li><li>が：主语助词，标明主语“支出”。</li><li>増えました（ふえました）：动词“増える（ふえる，增加）”的ます形过去式，表示“增加了”。</li><li>整句语法：名词+が+动词ます形，表示主语的某种状态变化。ます形是礼貌语体。</li></ol>,[sound:jlpt_vocabulary_in_sentence_支出.mp3]
事情,事情,昨日大切な事情がありました。,昨天发生了重要的事情。,<ruby>昨日<rt>きのう</rt></ruby><ruby>大切な<rt>たいせつな</rt></ruby><ruby>事情<rt>じじょう</rt></ruby>が<ruby>ありました<rt>ありました</rt></ruby>。,<ol><li>昨日（きのう）：名词，表示“昨天”。</li><li>大切な（たいせつな）：形容动词，意思是“重要的”。“な”表示连体修饰关系。</li><li>事情（じじょう）：名词，常用于表达个人或客观的“情况、原因、缘由、事由”等意义，在正式或书面语中出现较多。可用于表达无法公开说明的事态。</li><li>が：助词，标记主语，此处强调“事情”是发生的主体。</li><li>ありました：动词“ある”的过去式，表示“有，存在”，用于无生命或抽象事物。</li></ol>,[sound:jlpt_vocabulary_in_sentence_事情.mp3]
詩人,诗人,彼は有名な詩人です。,他是有名的诗人。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>有名<rt>ゆうめい</rt></ruby>な<ruby>詩人<rt>しじん</rt></ruby>です。,<ol><li>彼（かれ）：第三人称代词，指“他”。</li><li>は：主语提示助词，表明主题。</li><li>有名（ゆうめい）：形容动词，意为“有名、著名”。</li><li>な：形容动词连接体，连接有名与后面的名词。</li><li>詩人（しじん）：名词，意思是“诗人”。</li><li>です：判断句结尾，表示礼貌语气。</li><li>本句是典型的日语判断句型：“AはBです”，即“A是B”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_詩人.mp3]
自身,自己本人,彼は自身の考えを大切にします。,他很重视自己的想法。,<ruby>彼は<rt>かれは</rt></ruby><ruby>自身<rt>じしん</rt></ruby>の<ruby>考え<rt>かんがえ</rt></ruby>を<ruby>大切にします。<rt>たいせつにします。</rt></ruby>,<ol><li>彼（かれ）：他，男性第三人称。</li><li>は：主题助词，表示句子的主题。</li><li>自身（じしん）：自己本人，常用来强调主语本身。</li><li>の：连接名词，表示所属关系。</li><li>考え（かんがえ）：想法，思考。</li><li>を：宾语助词，表示动作的对象。</li><li>大切にします（たいせつにします）：重视，珍惜。形容动词“大切（たいせつ）”变为动词形式。</li><li>自身（じしん）也用于自谦或强调自己，与“自分（じぶん）”相比更正式或书面化。</li></ol>,[sound:jlpt_vocabulary_in_sentence_自身.mp3]
沈む,下沉,太陽が海に沈む。,太阳沉入大海。,<ruby>太陽<rt>たいよう</rt></ruby>が<ruby>海<rt>うみ</rt></ruby>に<ruby>沈む<rt>しずむ</rt></ruby>。,<ol><li>太陽（たいよう）：太阳。</li><li>が：助词，表示主语。</li><li>海（うみ）：大海。</li><li>に：助词，表示动作发生的场所或方向。</li><li>沈む（しずむ）：自动词，表示物体因重力或其他原因向下移到低处或消失，如“太阳西沉”，“船下沉”。</li><li>语法：“〜が〜に沈む”表示某物（主语）向某处（场所/方向）下沉。</li></ol>,[sound:jlpt_vocabulary_in_sentence_沈む.mp3]
自然,自然，大自然,山の自然はとても美しいです。,山里的大自然非常美丽。,<ruby>山<rt>やま</rt></ruby>の<ruby>自然<rt>しぜん</rt></ruby>はとても<ruby>美しい<rt>うつくしい</rt></ruby>です。,<ol><li>山（やま）：山。</li><li>の：助词，表示所属或修饰关系。</li><li>自然（しぜん）：自然、大自然。也可用作形容词，表示“自然地”。注意和“自然（じねん）”的区分，后者较少用，特指佛教中的自然生成。</li><li>は：主题助词，表示句子主题。</li><li>とても：副词，非常。</li><li>美しい（うつくしい）：形容词，表示美丽。</li><li>です：礼貌句末语，用于陈述句后，使句子更有礼貌。</li></ol>,[sound:jlpt_vocabulary_in_sentence_自然.mp3]
思想,思考、主意,彼の思想はとても独特です。,他的思想非常独特。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>思想<rt>しそう</rt></ruby>はとても<ruby>独特<rt>どくとく</rt></ruby>です。,<ol><li>彼（かれ）：第三人称代词，意为“他”。</li><li>の：表示所属或修饰关系，相当于中文的“的”。</li><li>思想（しそう）：指思考方式、主意、观念等，常用于形容一个人的思维或理论体系。</li><li>は：主题助词，指出句子的主题。</li><li>とても：副词，表示程度“非常”。</li><li>独特（どくとく）：形容动词，意为“独特”。</li><li>です：礼貌助动词，用于句末表断定。</li><li>语法结构“は……です”用于简单肯定句型表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_思想.mp3]
舌,舌头,舌を出して先生に見せました。,我伸出舌头给老师看了。,<ruby>舌<rt>した</rt></ruby>を<ruby>出して<rt>だして</rt></ruby><ruby>先生<rt>せんせい</rt></ruby>に<ruby>見せました<rt>みせました</rt></ruby>。,<ol><li>舌（した）：名词，意为“舌头”。在医学、健康检查场合经常用。</li><li>を：助词，标记动作的对象。</li><li>出して（だして）：动词“出す”的连用形，表示“伸出、拿出”。</li><li>先生（せんせい）：名词，意为“老师”或“医生”，在医院也指“医生”。</li><li>に：助词，表示动作的对象或方向。</li><li>見せました（みせました）：动词“見せる”的过去式，表示“给……看、让……看”。</li><li>日语中医生一般称呼为“先生（せんせい）”，和中文不完全对应。</li></ol>,[sound:jlpt_vocabulary_in_sentence_舌.mp3]
次第,顺序，取决于,天気次第で出発時間が変わります。,出发时间会根据天气而变化。,<ruby>天気<rt>てんき</rt></ruby><ruby>次第で<rt>しだいで</rt></ruby><ruby>出発時間<rt>しゅっぱつじかん</rt></ruby>が<ruby>変わります<rt>かわります</rt></ruby>。,<ol><li>天気（てんき）：天气。</li><li>次第（しだい）：名词，表示“取决于……”、“根据……”，用法是“名词＋次第で”或“名词＋次第だ”。</li><li>出発時間（しゅっぱつじかん）：出发时间。</li><li>変わります（かわります）：动词“変わる”的敬体，意思是“变化，会变”。</li><li>语法：“名词＋次第で／だ”，表达前项是决定后项的条件，常用于根据实际情况灵活处理。例如“天気次第で”＝“根据天气情况”。</li><li>文化补充：日本人说话时常用模糊表达（如“次第で”），表现出灵活、考虑各种可能性的沟通习惯。</li></ol>,[sound:jlpt_vocabulary_in_sentence_次第.mp3]
従う,服从，遵从,先生の指示に従いました。,我听从了老师的指示。,<ruby>先生<rt>せんせい</rt></ruby>の<ruby>指示<rt>しじ</rt></ruby>に<ruby>従いました<rt>したがいました</rt></ruby>。,<ol><li>先生（せんせい）：指老师、教师。</li><li>指示（しじ）：指示、指点、指令。</li><li>に：助词，表示动作的对象或方向。</li><li>従いました（したがいました）：动词「従う」（したがう）的过去式，表示“服从，听从”。</li><li>「～に従う」：固定搭配，意思是“听从（某人）”、“按（某事）行事”。外国人在学校或公司常见这种表达，要注意“服从指示”一般是工作、学习等正式场合常用。</li></ol>,[sound:jlpt_vocabulary_in_sentence_従う.mp3]
したがって,因此,雨が降っています。したがって、試合は中止です。,正在下雨，因此比赛取消了。,<ruby>雨<rt>あめ</rt></ruby>が<ruby>降っています<rt>ふっています</rt></ruby>。したがって、<ruby>試合<rt>しあい</rt></ruby>は<ruby>中止<rt>ちゅうし</rt></ruby>です。,<ol><li>雨（あめ）：雨水，表示自然降水。<br>が：主格助词，标记主语。</li><li>降っています（ふっています）：动词「降る」的ている形，表示动作正在进行，意为“正在下”。</li><li>したがって：接续词，表达前后因果关系，意为“因此、所以”。常用于书面语和正式场合。</li><li>試合（しあい）：竞赛、比赛。</li><li>中止（ちゅうし）：名词，意思为“中止、取消”。</li><li>「雨が降っています。したがって、試合は中止です。」是典型的因果关系表达，在正式文书、报道等场合常用。在口语中也用「だから」「それで」等更口语化表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_したがって.mp3]
親しい,亲近，熟悉,彼女とは親しい友人です。,我和她是亲密的朋友。,<ruby>彼女<rt>かのじょ</rt></ruby>とは<ruby>親しい<rt>したしい</rt></ruby><ruby>友人<rt>ゆうじん</rt></ruby>です。,<ol><li>彼女（かのじょ）：指“她”，可用来指代第三人称女性。</li><li>とは：助词“と”表示共同、跟谁，“は”用于强调前项。</li><li>親しい（したしい）：形容词，表示关系亲密、熟悉，根据场合可用于朋友、家人间。</li><li>友人（ゆうじん）：“朋友”的正式说法。</li><li>です：句尾礼貌表达，体言句的结尾。</li><li>语法点：AとはBです。——用于说明A与B之间的关系。</li></ol>,[sound:jlpt_vocabulary_in_sentence_親しい.mp3]
質,质量,この商品の質はとても高いです。,这个商品的质量非常高。,この<ruby>商品<rt>しょうひん</rt></ruby>の<ruby>質<rt>しつ</rt></ruby>はとても<ruby>高い<rt>たかい</rt></ruby>です。,<ol><li>この：指示词，表示“这个”。</li><li>商品（しょうひん）：商品，货物。</li><li>の：表示所属或修饰关系，相当于“的”。</li><li>質（しつ）：名词，表示“质量”或“性质”。</li><li>は：主题助词，表示主语或话题。</li><li>とても：副词，表示“非常”。</li><li>高い（たかい）：形容词，意为“高的”、“贵的”或“好的”，在这里指“质量好”。</li><li>です：敬体终结助动词，表礼貌。</li><li>句子结构：“Xの質は高い”表达某物的质量高，是常用表述方式。</li></ol>,[sound:jlpt_vocabulary_in_sentence_質.mp3]
