Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
柔らかい,柔软的,この布はとても柔らかいです。,这块布非常柔软。,<ruby>この<rt>この</rt></ruby><ruby>布<rt>ぬの</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>とても<rt>とても</rt></ruby><ruby>柔らかい<rt>やわらかい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>この：指示词，意思是“这”。</li><li>布（ぬの）：名词，布料、织物。</li><li>は：主题助词，标记句子的主题。</li><li>とても：副词，表示“非常”。</li><li>柔らかい（やわらかい）：形容词，意思是“柔软的”。</li><li>です：礼貌语尾，表述陈述句。<br>语法点：「柔らかい」为い形容词，直接修饰名词或放在句末用。</li></ol>,[sound:jlpt_vocabulary_in_sentence_柔らかい.mp3]
拾う,捡起,道で小銭を拾いました。,我在路上捡到了硬币。,<ruby>道<rt>みち</rt></ruby>で<ruby>小銭<rt>こぜに</rt></ruby>を<ruby>拾いました<rt>ひろいました</rt></ruby>。,<ol><li>道（みち）：道路的意思，用于表示“在路上”时搭配助词で使用。</li><li>小銭（こぜに）：零钱，硬币。</li><li>を：表示动作的对象，即“捡”的对象是小銭。</li><li>拾いました（ひろいました）：动词“拾う（ひろう）”的过去式，表示已经完成捡的动作。</li><li>语法点：「～ました」为敬体的过去时，表示对听话人的礼貌。</li></ol>,[sound:jlpt_vocabulary_in_sentence_拾う.mp3]
～ございます,有；在；敬语,こちらが新しいメニューでございます。,这是我们的新菜单。,<ruby>こちら<rt>こちら</rt></ruby><ruby>が<rt>が</rt></ruby><ruby>新しい<rt>あたらしい</rt></ruby><ruby>メニュー<rt>めにゅー</rt></ruby><ruby>でございます<rt>でございます</rt></ruby>。,<ol><li>「ございます」是「ある」的敬语形式，用于表达“有”或“在”，多见于服务行业中的礼貌用语。例如「〜でございます」用来礼貌地说明某事物的存在。</li><li>「新しい」意为“新的”，“メニュー”意为“菜单”。「こちらが〜でございます」意为“这是……”，是介绍、指示时非常客气的表达。餐厅服务员介绍菜单、商品等时常用此句型。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～ございます.mp3]
気,心情,最近は気が晴れません。,最近心情不好。,<ruby>最近<rt>さいきん</rt></ruby>は<ruby>気<rt>き</rt></ruby>が<ruby>晴れません<rt>はれません</rt></ruby>。,<ol><li>最近（さいきん）：最近，近来，表示时间上的接近。</li><li>は：主题助词，强调“最近”这个时间段。</li><li>気（き）：表示心情、精神状态。“気が晴れる”意为心情变好，烦恼消解。“～ません”为否定表达，表示“没能”或“不”。</li><li>晴れません（はれません）：晴れる的否定形，这里引申为“心情无法变好”。本句整体表达“心情不佳、情绪低落”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_気.mp3]
比べる,比较,去年と比べると、今年は暑いです。,和去年相比，今年很热。,<ruby>去年<rt>きょねん</rt></ruby>と<ruby>比べる<rt>くらべる</rt></ruby>と、<ruby>今年<rt>ことし</rt></ruby>は<ruby>暑い<rt>あつい</rt></ruby>です。,<ol><li>去年（きょねん）：去年的意思。</li><li>と：这里表示和某对象进行比较。</li><li>比べる（くらべる）：动词“比较”的意思。</li><li>今年（ことし）：今年。</li><li>は：主题助词，用于提示主语。</li><li>暑い（あつい）：形容词，表示“热”。</li><li>です：礼貌体终止，表示陈述。</li><li>句型“Ａと比べると、Ｂ”：表示“和A相比，B怎么样”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_比べる.mp3]
ほとんど,几乎、差不多,ほとんどの人がその映画を見ました。,几乎所有人都看了那部电影。,<ruby>ほとんど<rt>ほとんど</rt></ruby>の<ruby>人<rt>ひと</rt></ruby>がその<ruby>映画<rt>えいが</rt></ruby>を<ruby>見ました<rt>みました</rt></ruby>。,<ol><li>ほとんど：副词，表示“几乎、差不多”，常用于说明数量或程度接近全部。</li><li>の：连接助词，表示所属，这里用来修饰后面的“人”。</li><li>人（ひと）：名词，指“人”。</li><li>が：主语助词，标明主语“人”。</li><li>その：指示词，意思是“那”、“那部”。</li><li>映画（えいが）：名词，“电影”。</li><li>を：宾语助词，标明动作的对象，“电影”。</li><li>見ました（みました）：动词“見る（看）”的过去敬体形式，表示“看了”。</li><li>本句语法结构：主语 + が + 目的语 + を + 动词，属于基本句型。</li></ol>,[sound:jlpt_vocabulary_in_sentence_ほとんど.mp3]
つもり,打算，计划,明日から早く起きるつもりです。,我打算从明天开始早起。,<ruby>明日<rt>あした</rt></ruby>から<ruby>早く<rt>はやく</rt></ruby><ruby>起きる<rt>おきる</rt></ruby>つもりです。,<ol><li>明日（あした）：明天。</li><li>から：表示起点，相当于“从”。</li><li>早く（はやく）：早，副词。</li><li>起きる（おきる）：起床。</li><li>つもり：接在动词普通形后，表示“打算、计划”。</li><li>です：礼貌句尾助动词。</li><li>语法解析：“动词普通形+つもりです”表达说话人的打算或计划，常用于第一人称。</li></ol>,[sound:jlpt_vocabulary_in_sentence_つもり.mp3]
郊外,郊区,郊外に広い公園があります。,郊区有一个很大的公园。,<ruby>郊外<rt>こうがい</rt></ruby>に<ruby>広い<rt>ひろい</rt></ruby><ruby>公園<rt>こうえん</rt></ruby>が<ruby>あります<rt>あります</rt></ruby>。,<ol><li>郊外（こうがい）：名词，指城市周围的区域，即郊区。</li><li>に：助词，表示动作发生的地点或存在的场所。</li><li>広い（ひろい）：形容词，意为“宽广的、广阔的”。</li><li>公園（こうえん）：名词，意为“公园”。</li><li>があります：固定表达，“あります”表示无生命物体的存在，中文为“有”。用来描述事物存在于某地。</li><li>句子结构是“场所に 物があります”，表示在哪有某物。</li></ol>,[sound:jlpt_vocabulary_in_sentence_郊外.mp3]
だめ,不行，不能,ここで寝てはだめです。,不能在这里睡觉。,<ruby>ここ<rt>ここ</rt></ruby><ruby>で<rt>で</rt></ruby><ruby>寝て<rt>ねて</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>だめ<rt>だめ</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>ここ：表示“这里”。</li><li>で：表示动作发生的地点。</li><li>寝てはだめ：动词て形（寝て）＋はだめ，表示禁止做某事，相当于“不能……”“不可以……”。</li><li>です：语气助词，用于礼貌表达。</li><li>语法说明：“てはだめ”是表达禁止的常用口语句型，类似于“してはいけません”但语气更柔和。</li></ol>,[sound:jlpt_vocabulary_in_sentence_だめ.mp3]
売り場,卖场,この売り場はとても広いです。,这个卖场非常宽敞。,<ruby>この<rt>この</rt></ruby><ruby>売り場<rt>うりば</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>とても<rt>とても</rt></ruby><ruby>広い<rt>ひろい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>この：指示词，表示“这个”。</li><li>売り場（うりば）：名词，指“卖场”或“销售区”。</li><li>は：主语助词，表示主题。</li><li>とても：副词，表示“非常”。</li><li>広い（ひろい）：形容词，意思是“宽敞”。</li><li>です：礼貌语尾，常用于陈述句。</li><li>基础语法：“A は B です”表示“A是B”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_売り場.mp3]
正月,新年,正月には家族と一緒に過ごします。,新年时和家人在一起度过。,<ruby>正月<rt>しょうがつ</rt></ruby>には<ruby>家族<rt>かぞく</rt></ruby>と<ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>過ごします<rt>すごします</rt></ruby>。,<ol><li>正月（しょうがつ）：表示“新年”或“元旦”，在日本通常指1月1日至1月3日的期间，也是重要节日。</li><li>家族（かぞく）：家庭成员。</li><li>一緒に（いっしょに）：表示“和……一起”。</li><li>過ごします（すごします）：“度过”的意思，是动词“過ごす”的礼貌形。</li><li>语法说明：“には”为复合助词，表示动作发生的时间或场合。“と”表示共同动作的对象。</li><li>文化补充：日本的新年期间，家人通常会团聚在一起，进行各种传统活动，如吃年糕、拜年等。</li></ol>,[sound:jlpt_vocabulary_in_sentence_正月.mp3]
規則,规则,学校の規則を守らなければなりません。,必须遵守学校的规则。,<ruby>学校<rt>がっこう</rt></ruby>の<ruby>規則<rt>きそく</rt></ruby>を<ruby>守らなければなりません<rt>まもらなければなりません</rt></ruby>。,<ol><li>学校（がっこう）：学校。</li><li>の：表示所属、限定，相当于“的”。</li><li>規則（きそく）：规则、规章。</li><li>を：宾格助词，表示动作的对象。</li><li>守らなければなりません：动词“守る（まもる，遵守、保护）”的否定假定形加「なければなりません」，表示“必须……”。</li><li>日语表达“なければなりません”常用于表达义务或强制，需要做某事，不做不可。</li></ol>,[sound:jlpt_vocabulary_in_sentence_規則.mp3]
うん,嗯、对,うん、今日は忙しいです。,嗯，今天很忙。,うん、<ruby>今日<rt>きょう</rt></ruby>は<ruby>忙しい<rt>いそがしい</rt></ruby>です。,<ol><li>「うん」：口语用语，表示肯定、应答，相当于汉语的“嗯”“对”。比较随意，常用于朋友或熟人之间。</li><li>「今日は」（きょうは）：表示“今天”，「今日」（きょう）+「は」（主题助词），引出当天作为话题。</li><li>「忙しい」（いそがしい）：形容词“忙碌的”。</li><li>「です」：礼貌语气结尾，使句子显得正式有礼貌。</li></ol>,[sound:jlpt_vocabulary_in_sentence_うん.mp3]
発音,发音,彼の発音はとてもきれいです。,他的发音非常清晰。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>発音<rt>はつおん</rt></ruby>はとてもきれいです。,<ol><li>彼（かれ）：指“他”，用于称呼第三人称的男性。</li><li>発音（はつおん）：名词，“发音”。</li><li>は：主语助词，标记主语“发音”。</li><li>とても：副词，非常、很。</li><li>きれい：形容动词，表示“干净、好听、漂亮”等意思，此处指“发音清晰”。</li><li>です：礼貌的断定句终结助动词。</li><li>整个句型“主语は形容词です”用于描述主语的性质或状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_発音.mp3]
焼く,烤、烧,母が魚を焼いています。,妈妈正在烤鱼。,<ruby>母<rt>はは</rt></ruby>が<ruby>魚<rt>さかな</rt></ruby>を<ruby>焼いて<rt>やいて</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>母（はは）：母亲。</li><li>が：主格助词，表示主语。</li><li>魚（さかな）：鱼。</li><li>を：宾格助词，表示动作对象。</li><li>焼く（やく）：动词，意为“烧”、“烤”。本句使用「焼いています」，即「焼く」的て形加「います」，表示正在进行的动作（表示现在进行时）。</li><li>います：表示状态的持续，常用在动作正在进行时。</li><li>语法点：「动词て形＋います」表示动作正在进行或者习惯性动作。</li></ol>,[sound:jlpt_vocabulary_in_sentence_焼く.mp3]
