Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
いつ,什么时候,あなたはいつ日本に来ましたか。,你是什么时候来日本的？,<ruby>あなた<rt>あなた</rt></ruby>は<ruby>いつ<rt>いつ</rt></ruby><ruby>日本<rt>にほん</rt></ruby>に<ruby>来ました<rt>きました</rt></ruby>か。,<ol><li><ruby>いつ</ruby><rt>いつ</rt>：疑问词，表示时间，如“何时”。例：<ruby>いつ</ruby><rt>いつ</rt> 行きますか。</li><li>助词<ruby>に</ruby><rt>に</rt>：表目的地或时间点。例：三時<ruby>に</ruby><rt>に</rt> 会います。</li></ol>,[sound:jlpt_vocabulary_in_sentence_いつ.mp3]
五日,五天，五号,五日は友達と映画を見ます。,五号我和朋友去看电影。,<ruby>五日<rt>いつか</rt></ruby>は<ruby>友達<rt>ともだち</rt></ruby>と<ruby>映画<rt>えいが</rt></ruby>を<ruby>見ます<rt>みます</rt></ruby>。,<ol><li>助词「は」表示主题，如「五日は」— 五号。</li><li>动词ます形，表示礼貌现在时，「見ます」—看。</li></ol>,[sound:jlpt_vocabulary_in_sentence_五日.mp3]
一緒,一起,私と一緒に行きませんか。,要不要和我一起去？,<ruby>私<rt>わたし</rt></ruby>と<ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>行きません<rt>いきません</rt></ruby>か。,<ol><li>「一緒に」表示“和……一起”，后接动词，比如：<ruby>一緒<rt>いっしょ</rt></ruby>に行く。</li><li>「ませんか」结尾表示邀请或建议，比如：行きませんか。</li></ol>,[sound:jlpt_vocabulary_in_sentence_一緒.mp3]
五つ,五个,りんごが五つあります。,有五个苹果。,りんごが<ruby>五つ<rt>いつつ</rt></ruby>あります。,<ol><li><ruby>五つ<rt>いつつ</rt></ruby>：表示数量“五个”，用于数物品。</li><li>があります：表达“有某物”。例：りんごがあります。</li></ol>,[sound:jlpt_vocabulary_in_sentence_五つ.mp3]
いつも,总是,私はいつも朝ごはんを食べます。,我总是吃早饭。,<ruby>私<rt>わたし</rt></ruby>はいつも<ruby>朝ごはん<rt>あさごはん</rt></ruby>を<ruby>食べます<rt>たべます</rt></ruby>。,<ol><li><ruby>いつも<rt>いつも</rt></ruby>用作副词，表示“经常、总是”<br>示例：<ruby>彼<rt>かれ</rt></ruby>はいつも元気だ。</li><li>日语句子的基本结构为“主语+は+谓语+。”<br>如：私は学生です。</li></ol>,[sound:jlpt_vocabulary_in_sentence_いつも.mp3]
犬,狗,私は犬が大好きです。,我非常喜欢狗。,<ruby>私<rt>わたし</rt></ruby>は<ruby>犬<rt>いぬ</rt></ruby>が<ruby>大好き<rt>だいすき</rt></ruby>です。,<ol><li><ruby>は</ruby><rt>わ</rt>：主题助词，用于提示句子的主语。例如：私は学生です。</li><li><ruby>が</ruby><rt>が</rt>：主语助词，表明存在或描述对象。例如：犬がいます。</li></ol>,[sound:jlpt_vocabulary_in_sentence_犬.mp3]
今,现在,今は雨が降っています。,现在正在下雨。,<ruby>今<rt>いま</rt></ruby>は<ruby>雨<rt>あめ</rt></ruby>が<ruby>降っています<rt>ふっています</rt></ruby>。,<ol><li>「今」表示现在、此刻。例如：今、始めます。</li><li>「～ています」表示动作正在进行。例如：本を読んでいます。</li></ol>,[sound:jlpt_vocabulary_in_sentence_今.mp3]
意味,意思,この言葉の意味が分かりません。,我不明白这个词的意思。,この<ruby>言葉<rt>ことば</rt></ruby>の<ruby>意味<rt>いみ</rt></ruby>が<ruby>分かりません<rt>わかりません</rt></ruby>。,<ol><li>「の」表示前后两词属格关系，如「名前の意味（名字的意思）」。</li><li>否定形式「〜ません」表示“不……”，如「分かりません（不明白）」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_意味.mp3]
妹,妹妹,妹は毎日ピアノを練習します。,妹妹每天练习钢琴。,<ruby>妹<rt>いもうと</rt></ruby>は<ruby>毎日<rt>まいにち</rt></ruby>ピアノを<ruby>練習します<rt>れんしゅうします</rt></ruby>。,<ol><li><ruby>は</ruby><rt>は</rt>：主题助词，提示句子的主语。如：犬は元気です。</li><li><ruby>を</ruby><rt>を</rt>：宾语助词，表示动作的对象。如：本を読みます。</li></ol>,[sound:jlpt_vocabulary_in_sentence_妹.mp3]
嫌,讨厌,彼は魚が嫌いです。,他讨厌鱼。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>魚<rt>さかな</rt></ruby>が<ruby>嫌い<rt>きらい</rt></ruby>です。,<ol><li><ruby>嫌い</ruby><rt>きらい</rt>接在名词后，表示“讨厌”。如：肉が嫌い。</li><li>句末用です表达礼貌，如：〇〇が嫌いです。</li></ol>,[sound:jlpt_vocabulary_in_sentence_嫌.mp3]
入口,入口,駅の入口は右側にあります。,车站的入口在右侧。,<ruby>駅<rt>えき</rt></ruby>の<ruby>入口<rt>いりぐち</rt></ruby>は<ruby>右側<rt>みぎがわ</rt></ruby>に<ruby>あります<rt>あります</rt></ruby>。,<ol><li>「〜の」表示所属或修饰，如「学校の入口」。</li><li>「あります」用于表示存在物品或场所，例：机の上に本があります。</li></ol>,[sound:jlpt_vocabulary_in_sentence_入口.mp3]
居る,在，存在,猫が部屋に居る。,猫在房间里。,<ruby>猫<rt>ねこ</rt></ruby>が<ruby>部屋<rt>へや</rt></ruby>に<ruby>居る<rt>いる</rt></ruby>。,<ol><li><ruby>居る<rt>いる</rt></ruby>表示有生命体的存在。例如：犬が居る。</li><li>表示“在某地”，常搭配助词<ruby>に<rt></rt></ruby>使用。</li></ol>,[sound:jlpt_vocabulary_in_sentence_居る.mp3]
要る,需要,水は生きるために要る。,生活需要水。,<ruby>水<rt>みず</rt></ruby>は<ruby>生きる<rt>いきる</rt></ruby>ために<ruby>要る<rt>いる</rt></ruby>。,<ol><li><ruby>要る<rt>いる</rt></ruby>表示“需要”，常用于物品或条件的必需，例如：お金が要る。</li><li><ruby>ために<rt>ために</rt></ruby>表示目的，“为了⋯”，如：勉強するために本を読む。</li></ol>,[sound:jlpt_vocabulary_in_sentence_要る.mp3]
入れる,放进,コーヒーに砂糖を入れる。,在咖啡里加糖。,コーヒーに<ruby>砂糖<rt>さとう</rt></ruby>を<ruby>入れる<rt>いれる</rt></ruby>。,<ol><li>动词「<ruby>入れる<rt>いれる</rt></ruby>」表示“放进、加入”，常与「を」连用。例：水を入れる。</li><li>用助词「に」表示加入的对象或场所。例：箱に入れる。</li></ol>,[sound:jlpt_vocabulary_in_sentence_入れる.mp3]
色,颜色,その花はきれいな色をしています。,那朵花有美丽的颜色。,<ruby>その<rt>その</rt></ruby><ruby>花<rt>はな</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>きれいな<rt>きれいな</rt></ruby><ruby>色<rt>いろ</rt></ruby><ruby>を<rt>を</rt></ruby><ruby>しています<rt>しています</rt></ruby>。,<ol><li><ruby>色<rt>いろ</rt></ruby>をしています：表示“有某种颜色或状态”。例：青い目をしています。</li><li>形容词连用形加な修饰名词。例：きれいな花。</li></ol>,[sound:jlpt_vocabulary_in_sentence_色.mp3]
色々,各种各样,色々な本を読んでいます。,我读着各种各样的书。,<ruby>色々な<rt>いろいろな</rt></ruby><ruby>本<rt>ほん</rt></ruby>を<ruby>読んで<rt>よんで</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li><ruby>色々な</ruby>（いろいろな）：作连体词，修饰名词，表示“各种各样的”。如：色々な人。</li><li>动词ている：表示动作的持续或经常性。例如：読んでいます（正在读）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_色々.mp3]
上,上面,本は机の上にあります。,书在桌子上。,<ruby>本<rt>ほん</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>机<rt>つくえ</rt></ruby>の<ruby>上<rt>うえ</rt></ruby><ruby>に<rt>に</rt></ruby><ruby>あります<rt>あります</rt></ruby>。,<ol><li><ruby>〜の上</ruby><rt>のうえ</rt>表示“在……上面”。如：机の上に。</li><li><ruby>あります</ruby><rt>あります</rt>表示“存在（物品）”，例：机の上に本があります。</li></ol>,[sound:jlpt_vocabulary_in_sentence_上.mp3]
後ろ,后面,机の後ろに猫がいます。,桌子后面有只猫。,<ruby>机<rt>つくえ</rt></ruby>の<ruby>後ろ<rt>うしろ</rt></ruby>に<ruby>猫<rt>ねこ</rt></ruby>が<ruby>います<rt>います</rt></ruby>。,<ol><li><ruby>後ろ<rt>うしろ</rt></ruby>＋に表示位置关系，意思是“在……后面”。例：椅子の後ろにある。</li><li>に用于场所标示面对静态存在。例：箱に本がある。</li></ol>,[sound:jlpt_vocabulary_in_sentence_後ろ.mp3]
薄い,薄的,この本はとても薄いです。,这本书很薄。,<ruby>この<rt>この</rt></ruby><ruby>本<rt>ほん</rt></ruby>は<ruby>とても<rt>とても</rt></ruby><ruby>薄い<rt>うすい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li><ruby>薄い<rt>うすい</rt></ruby>是形容词，常用于描述物体厚度或味道颜色浅。例：紙が薄い。</li><li>です句尾表示礼貌语气。例：本は高いです。</li></ol>,[sound:jlpt_vocabulary_in_sentence_薄い.mp3]
歌,歌曲,私はこの歌が大好きです。,我非常喜欢这首歌。,<ruby>私<rt>わたし</rt></ruby>はこの<ruby>歌<rt>うた</rt></ruby>が<ruby>大好き<rt>だいすき</rt></ruby>です。,<ol><li><ruby>私は</ruby><rt>わたしは</rt>：表明主语“我”。</li><li>名词+<ruby>が</ruby><rt>が</rt>：指出主语对象，如歌が表示“歌是”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_歌.mp3]
歌う,唱歌,彼は毎晩歌うのが好きです。,他喜欢每天晚上唱歌。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>毎晩<rt>まいばん</rt></ruby><ruby>歌う<rt>うたう</rt></ruby>のが<ruby>好き<rt>すき</rt></ruby>です。,<ol><li>动词原形“<ruby>歌う<rt>うたう</rt></ruby>”可作为名词性短语，通过“の”连接作主语。例如：本を読むのが好き。</li><li>助词“が”用于标明喜欢/擅长等对象。例：ピアノが上手。</li></ol>,[sound:jlpt_vocabulary_in_sentence_歌う.mp3]
うち,家里,うちには犬が三匹います。,家里有三只狗。,<ruby>うち<rt>うち</rt></ruby><ruby>には<rt>には</rt></ruby><ruby>犬<rt>いぬ</rt></ruby><ruby>が<rt>が</rt></ruby><ruby>三匹<rt>さんびき</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li><ruby>うち</ruby>表示“家”“家里”。例：<ruby>うち</ruby>に帰る。</li><li><ruby>に</ruby>表示动作发生的地点。例：家<ruby>に</ruby>いる。</li></ol>,[sound:jlpt_vocabulary_in_sentence_うち.mp3]
生まれる,出生,赤ちゃんが生まれる日を待っています。,我在等待宝宝出生的日子。,<ruby>赤ちゃん<rt>あかちゃん</rt></ruby>が<ruby>生まれる<rt>うまれる</rt></ruby><ruby>日<rt>ひ</rt></ruby>を<ruby>待っています<rt>まっています</rt></ruby>。,<ol><li><ruby>が</ruby><rt>が</rt> 表示主语，多用于动作或状态的主体。如：犬が走る。</li><li>动词ます形+<ruby>ています</ruby><rt>ています</rt> 表示动作正在进行或状态持续。如：読んでいます。</li></ol>,[sound:jlpt_vocabulary_in_sentence_生まれる.mp3]
海,大海,海は青くて広いです。,大海是蔚蓝而宽广的。,<ruby>海<rt>うみ</rt></ruby>は<ruby>青くて<rt>あおくて</rt></ruby><ruby>広い<rt>ひろい</rt></ruby>です。,<ol><li>「は」表示主题，常用结构：「AはBです」。<ruby>例</ruby>：山は高いです。</li><li>形容词用「…くて」连接，表示并列。<ruby>例</ruby>：赤くて小さい。</li></ol>,[sound:jlpt_vocabulary_in_sentence_海.mp3]
売る,卖，出售,彼は本を売る仕事をしている。,他从事卖书的工作。,<ruby>彼は<rt>かれは</rt></ruby><ruby>本を<rt>ほんを</rt></ruby><ruby>売る<rt>うる</rt></ruby><ruby>仕事を<rt>しごとを</rt></ruby><ruby>している。<rt>している。</rt></ruby>,<ol><li><ruby>動詞<rt>どうし</rt></ruby>原形表一般现在、将来动作，例如「売る」（卖）。</li><li><ruby>～を<rt>を</rt></ruby>接名词表动作对象，如「本を売る」（卖书）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_売る.mp3]
うるさい,吵闹,外がうるさいので勉強できません。,外面很吵，所以无法学习。,<ruby>外<rt>そと</rt></ruby>がうるさいので<ruby>勉強<rt>べんきょう</rt></ruby>できません。,<ol><li><ruby>ので</ruby><rt>ので</rt>：表示原因或理由，相当于“因为……”。例：<ruby>雨</ruby><rt>あめ</rt>なので行けません。</li></ol>,[sound:jlpt_vocabulary_in_sentence_うるさい.mp3]
上着,外套,寒いので上着を着てください。,因为很冷，请穿上外套。,<ruby>寒い<rt>さむい</rt></ruby>ので<ruby>上着<rt>うわぎ</rt></ruby>を<ruby>着て<rt>きて</rt></ruby>ください。,<ol><li><ruby>ので<rt>ので</rt></ruby>：表示原因，前接简体。例：雨なので休みます。</li><li>动词<ruby>て<rt>て</rt></ruby>形+ください：表示请求。例：見てください。</li></ol>,[sound:jlpt_vocabulary_in_sentence_上着.mp3]
絵,画,私は絵を描くのが好きです。,我喜欢画画。,<ruby>私<rt>わたし</rt></ruby>は<ruby>絵<rt>え</rt></ruby>を<ruby>描く<rt>かく</rt></ruby>のが<ruby>好き<rt>すき</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>助词「を」用于表示动作的对象，例如：パンを食べる。</li><li>「〜のが好き」表示喜欢做某事，例如：本を読むのが好き。</li></ol>,[sound:jlpt_vocabulary_in_sentence_絵.mp3]
映画,电影,昨日は友達と映画を見ました。,昨天和朋友一起看了电影。,<ruby>昨日<rt>きのう</rt></ruby>は<ruby>友達<rt>ともだち</rt></ruby>と<ruby>映画<rt>えいが</rt></ruby>を<ruby>見ました<rt>みました</rt></ruby>。,<ol><li>助词「と」用于表示并列或和谁一起做某事，如「友達と行く」。</li><li>动词过去式「ました」用于描述已发生的动作，例如「食べました」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_映画.mp3]
映画館,电影院,昨日友達と映画館に行きました。,昨天我和朋友去了电影院。,<ruby>昨日<rt>きのう</rt></ruby><ruby>友達<rt>ともだち</rt></ruby>と<ruby>映画館<rt>えいがかん</rt></ruby>に<ruby>行きました<rt>いきました</rt></ruby>。,<ol><li><ruby>と<rt>和</rt></ruby>：连接并列名词，表示“和”。例：私と友達。</li><li><ruby>に<rt>表去向</rt></ruby>：助词，表示动作的目的地。例：学校に行く。</li></ol>,[sound:jlpt_vocabulary_in_sentence_映画館.mp3]
英語,英语,彼は英語を勉強しています。,他正在学习英语。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>英語<rt>えいご</rt></ruby>を<ruby>勉強<rt>べんきょう</rt></ruby>しています。,<ol><li>日语中助词「を」用于标示动作的直接宾语。例：<ruby>本<rt>ほん</rt></ruby>を読む。</li><li><ruby>〜ています</ruby> 表示动作正在进行中。例：話しています。</li></ol>,[sound:jlpt_vocabulary_in_sentence_英語.mp3]
ええ,嗯，好,ええ、私も行きます。,嗯，我也去。,ええ、<ruby>私<rt>わたし</rt></ruby>も<ruby>行きます<rt>いきます</rt></ruby>。,<ol><li><ruby>ええ</ruby>：用作肯定应答，类似中文“嗯”或“好的”。例：ええ、そうです。</li><li><ruby>も</ruby>：表示“也”，常用于与前文并列。例：私も行きます。</li></ol>,[sound:jlpt_vocabulary_in_sentence_ええ.mp3]
駅,车站,駅まで歩いて行きます。,我步行去车站。,<ruby>駅<rt>えき</rt></ruby>まで<ruby>歩いて<rt>あるいて</rt></ruby><ruby>行きます<rt>いきます</rt></ruby>。,<ol><li><ruby>まで</ruby><rt>まで</rt>：表示动作的终点，如“车站まで”——到车站为止。</li><li>动词ます形：敬体表达方式。例如<ruby>行きます</ruby><rt>いきます</rt>（去）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_駅.mp3]
